Identifiant d’acte,Type d’acte,Id Personne A,Id Personne B,Commune,Date,Num Vue
3091,Mariage,2800,5606,108,1816-02-19,8/431
3092,Mariage,2798,5574,108,1795-07-13,40/049
3093,Mariage,2801,6378,108,1897-01-18,116/146
3094,Mariage,2802,5965,141,1762-06-21,179/323
3095,Mariage,2803,6586,32,1711-02-10,2
3096,Mariage,2805,4428,108,1781-07-17,96/286
3097,Mariage,2804,6757,108,1812-07-02,194/421
3098,Mariage,2806,5417,106,,83/155
3099,Mariage,2808,6191,162,,82/153
3100,Mariage,2807,8213,162,,109/109
3101,Mariage,2809,6343,140,1691-01-31,63/074
3102,Mariage,2812,6298,222,1798-01-01,n/a
3103,Mariage,2810,5971,41,1782-10-23,4/036
3104,Mariage,2811,6199,155,1885-08-18,n/a
3105,Mariage,2813,7138,168,1770-02-26,78/259
3106,Mariage,2814,6170,170,1837-06-28,155/436
3107,Mariage,2815,8142,375,1693-01-21,69/186
3108,Mariage,2816,7326,93,1755-10-27,n/a
3109,Mariage,2817,5121,94,1685-02-27,n/a
3110,Mariage,2818,7068,178,1745-06-01,49/172
3111,Mariage,2819,7811,121,1738-02-03,11/284
3112,Mariage,2820,4280,166,1752-01-11,42/120
3113,Mariage,2821,7768,275,1704-01-29,117/140
3114,Mariage,2822,7905,147,1811-07-15,257/379
3115,Mariage,2823,4313,147,1847-07-21,27/417
3116,Mariage,2825,5541,62,1844-04-29,377/420
3117,Mariage,2825,8103,62,1826-11-08,162/423
3118,Mariage,2824,5104,62,1872-05-27,85/122
3119,Mariage,2826,6547,177,1764-02-28,23/094
3120,Mariage,2828,6758,25,1807-08-04,118/456
3121,Mariage,2827,6633,62,1879-05-12,58/109
3122,Mariage,2829,7003,295,1799-04-16,80/118
3123,Mariage,2830,4507,62,1823-01-21,355/385
3124,Mariage,2830,7002,295,1800-04-17,111/118
3125,Mariage,2830,7006,116,,n/a
3126,Mariage,2830,8257,295,1767-02-18,155/361
3127,Mariage,2831,5138,366,1885-01-28,n/a
3128,Mariage,2832,4725,242,1808-06-01,119/207
3129,Contrat de mariage,2833,7348,295,1781-01-04,17 et 18/102
3130,Mariage,2833,7700,355,1788-08-26,96/123
3131,Mariage,2835,8063,295,1796-06-13,4/008
3132,Mariage,2834,8062,277,1793-06-13,4/008
3133,Mariage,2836,7348,295,1781-01-23,332/361
3134,Mariage,2837,7448,350,1671-07-08,3/177
3135,Mariage,2838,4650,108,1684-10-23,16/166
3136,Mariage,2839,7856,108,1749-02-11,62/142
3137,Mariage,2840,6454,86,1658-11-09,12/035
3138,Mariage,1325,6698,56,1863-01-27,58/156
3139,Mariage,1343,6743,95,1754-07-27,n/a
3140,Mariage,1349,6794,161,,115/366
3141,Mariage,1356,6921,340,1704-01-09,73/119
3142,Mariage,1349,6983,312,,n/a
3143,Mariage,1348,7186,109,1746-07-05,83/190
3144,Mariage,1339,7247,73,1796-11-22,128/167
3145,Mariage,1342,7333,182,,170/236
3146,Publication de mariage,1342,7333,182,,161/236
3147,Mariage,1354,7338,139,1759-02-06,15/031
3148,Mariage,1346,7441,75,1764-11-06,157/161
3149,Mariage,1356,7447,278,1681-08-18,28/104
3150,Mariage,1356,7491,275,1721-02-19,39/164
3151,Mariage,1356,7502,275,1759-06-26,66/088
3152,Contrat de mariage,1329,7501,149,1759-06-26,n/a
3153,Mariage,1338,7535,89,1714-05-15,2/037
3154,Mariage,1356,7564,2,1770-11-20,151/158
3155,Mariage,1356,7642,365,1733-02-04,109/216
3156,Mariage,1345,7847,178,1725-07-17,12/122
3157,Mariage,1356,7881,238,1728-01-20,31/186
3158,Mariage,1340,7971,87,1829-01-20,117/458
3159,Mariage,1327,8068,283,1719-02-20,111/214
3160,Mariage,1356,8268,275,1730-01-18,79/164
3161,Mariage,1313,7509,236,1843-02-21,25/145
3162,Mariage,1314,5684,205,,83/121
3163,Mariage,1315,4286,218,1837-01-25,344/565
3164,Mariage,1316,6771,121,1863-06-30,144
3165,Mariage,1316,7691,121,1849-07-10,28/055
3166,Mariage,1357,4297,214,,n/a
3167,Mariage,1358,3789,273,1658-02-13,9/018
3168,Mariage,1359,4332,108,1642-02-26,36/069
3169,Mariage,1359,4336,19,1700-11-20,51/329
3170,Mariage,1361,4357,339,,n/a
3171,Mariage,1360,7519,339,1770-01-16,n/a
3172,Mariage,1363,5133,238,1653-09-15,28/166
3173,Mariage,1363,5212,365,1665-02-07,6/013
3174,Contrat de mariage,1362,6139,123,1658-06-02,291 et 292/606
3175,Publication de mariage,1365,5693,302,1858-10-10,115/246
3176,Mariage,1365,5693,302,1858-10-25,123/246
3177,Mariage,1364,8299,109,1884-02-06,2/087
3178,Publication de mariage,1366,4892,313,1861-01-20,280/310
3179,Mariage,1367,7027,351,1670-05-26,24/071
3180,Mariage,1367,7192,195,1660-08-01,52/064
3181,Mariage,1367,7699,195,1667-01-16,62/064
3182,Mariage,1368,7428,162,1890-06-16,69/122
3183,Contrat de mariage,1369,4113,123,1717-01-01,89/179
3184,Mariage,1371,6578,221,1763-11-22,57/267
3185,Mariage,1372,7620,243,1762-07-06,255/359
3186,Mariage,1370,7983,99,,n/a
3187,Mariage,1418,3557,370,1720-02-07,n/a
3188,Mariage,1418,3750,24,1719-02-20,84/160
3189,Mariage,1390,3772,230,1840-06-30,260/354
3190,Publication de mariage,1390,3772,230,1840-06-14,274/354
3191,Mariage,1418,3773,373,1718-02-28,71/152
3192,Mariage,1394,3930,174,1822-10-29,91/420
3193,Contrat de mariage,1418,3934,123,1682-11-29,603 et 604/660
3194,Mariage,1404,3937,236,1813-03-18,40/127
3195,Mariage,1388,3942,353,1841-11-20,60/185
3196,Mariage,1418,4003,313,1643-11-09,24/032
3197,Mariage,1416,4101,286,1784-11-22,n/a
3198,Mariage,1418,4232,175,1858-10-19,17/142
3199,Mariage,1406,4266,313,,90/310
3200,Mariage,1410,4436,312,1827-11-24,89/181
3201,Mariage,1418,4473,307,1792-04-24,3/073
3202,Mariage,1408,4512,292,1813-09-17,78/190
3203,Mariage,1418,4529,195,1629-02-26,12/064
3204,Mariage,1418,4547,189,1846-11-26,95/540
3205,Mariage,1379,4589,221,1802-02-15,23/029
3206,Mariage,1418,4652,278,1755-02-10,81/166
3207,Mariage,1387,4755,105,,n/a
3208,Mariage,1418,4764,295,1709-07-15,88/089
3209,Contrat de mariage,1418,4768,158,1731-01-18,167 et 168/458
3210,Mariage,1418,4792,370,1772-02-19,n/a
3211,Mariage,1418,4803,19,1754-02-01,173/225
3212,Mariage,1381,4824,221,1720-01-24,146/171
3213,Mariage,1407,4930,307,1758-07-01,104/349
3214,Mariage,1418,4933,340,1715-02-26,77/106
3215,Contrat de mariage,1418,4933,340,1715-02-26,279 et 280/624
3216,Mariage,1418,5005,292,1709-11-04,138/216
3217,Mariage,1399,5267,244,1773-10-19,40/231
3218,Mariage,1411,5443,99,1848-11-30,83/230
3219,Mariage,1396,5671,182,1837-04-11,8/288
3220,Publication de mariage,1396,5671,182,1837-03-26,26/288
3221,Mariage,1418,5746,273,1811-07-11,75/330
3222,Mariage,1409,5819,300,1677-09-13,21/072
3223,Mariage,1418,5886,275,1806-07-01,72/091
3224,Mariage,1386,5998,230,1880-06-28,85/102
3225,Mariage,1418,6079,239,1795-11-10,n/a
3226,Mariage,1418,6125,175,1831-06-27,288/306
3227,Mariage,1380,6160,162,1722-05-18,31/096
3228,Mariage,1414,6176,230,1840-06-02,255/354
3229,Publication de mariage,1414,6176,230,1840-05-17,272/354
3230,Mariage,1389,6230,25,1774-09-25,53/133
3231,Mariage,1418,6281,372,1741-11-22,11/148
3232,Mariage,1418,6342,99,1813-10-28,63/168
3233,Mariage,1393,6365,214,1817-12-30,n/a
3234,Contrat de mariage,1405,6369,56,1813-09-30,n/a
3235,Contrat de mariage,1392,6384,123,1690-07-09,16 et 17/447
3236,Mariage,1418,6515,175,1863-08-04,45/142
3237,Mariage,1391,6572,130,1837-01-24,87/375
3238,Mariage,1418,6641,189,1809-07-19,107/325
3239,Mariage,1418,6753,116,1737-07-01,n/a
3240,Mariage,1418,6866,339,,n/a
3241,Mariage,1418,6993,278,1722-10-19,145/230
3242,Publication de mariage,1385,7064,230,1867-05-14,133/161
3243,Mariage,1418,7094,275,1808-06-08,50/361
3244,Mariage,1384,7332,302,1760-07-02,283/300
3245,Mariage,1395,7444,99,1822-06-10,105/168
3246,Mariage,1418,7503,285,1765-11-27,64/084
3247,Mariage,1418,7537,165,1736-01-18,149/242
3248,Mariage,1412,7653,130,1806-07-08,144/413
3249,Mariage,1418,7757,230,1708-06-20,25/255
3250,Publication de mariage,1383,7826,230,1873-05-18,39/102
3251,Mariage,1418,7827,265,1873-06-03,n/a
3252,Mariage,1413,7848,189,1785-06-07,9/014
3253,Contrat de mariage,1418,7849,189,1785-06-06,107 et 108/312
3254,Mariage,1418,7876,297,1786-07-04,63/112
3255,Mariage,1415,7902,103,1786-06-26,26/123
3256,Mariage,1418,7933,307,1772-02-24,186/349
3257,Mariage,1382,7964,214,,n/a
3258,Mariage,1400,7980,25,1696-07-14,21/046
3259,Mariage,1418,7985,123,1632-08-02,23/113
3260,Contrat de mariage,1397,7984,123,1632-07-11,394 et 395/455
3261,Mariage,1417,7998,37,1701-02-04,33/158
3262,Mariage,1401,8006,262,1766-07-22,82/219
3263,Mariage,1418,8040,275,1833-06-11,167/392
3264,Mariage,1418,8096,303,1835-10-27,467/521
3265,Mariage,1403,8181,214,,n/a
3266,Mariage,1402,8189,214,,n/a
3267,Mariage,1418,8195,373,1746-10-05,62/137
3268,Mariage,1398,8296,85,1674-02-05,9/123
3269,Mariage,1373,7117,302,1779-02-09,160/290
3270,Mariage,1374,4787,218,1874-11-18,52/109
3271,Divorce,1375,4788,217,1894-06-12,n/a
3272,Mariage,1376,4219,191,1873-09-10,3/122
3273,Mariage,1376,4644,191,1880-06-09,38/122
3274,Mariage,1377,4533,230,1887-01-12,20/102
3275,Mariage,1378,7837,121,1867-11-27,108
3276,Mariage,1419,4060,342,1865-02-14,66/093
3277,Mariage,1522,1104,340,1711-06-22,40/106
3278,Publication de mariage,1509,1205,313,1837-05-08,62/354
3279,Mariage,1510,1206,292,1837-06-26,9/172
3280,Mariage,1508,1789,32,1841-05-23,292
3281,Contrat de mariage,1522,3679,58,1723-01-11,43 et 44/314
3282,Mariage,1522,3683,340,1698-07-01,14/119
3283,Mariage,1460,3734,313,1813-07-08,300/443
3284,Mariage,1517,3794,108,1696-02-08,156/166
3285,Mariage,1505,3801,313,1836-06-27,351/352/376
3286,Publication de mariage,1505,3804,313,1836-05-15,373/376
3287,Mariage,1521,3834,58,1682-02-09,71/072
3288,Mariage,1482,3883,6,1763-07-19,156/338
3289,Mariage,1495,3891,132,1851-09-23,n/a
3290,Mariage,1499,3894,32,1750-02-09,112
3291,Mariage,1522,4002,162,1772-01-07,164/209
3292,Mariage,1514,4045,132,1882-04-24,n/a
3293,Mariage,1522,4114,123,1717-10-20,40/143
3294,Mariage,1478,4165,32,1789-10-06,42
3295,Contrat de mariage,1522,4172,37,,399 et 400/502
3296,Mariage,1516,4194,58,1749-07-08,61/090
3297,Mariage,1497,4201,302,1808-05-17,178/376
3298,Mariage,1511,4323,58,1740-07-06,62/073
3299,Mariage,1506,4400,73,1755-05-27,97/171
3300,Mariage,1522,4407,238,1701-04-12,59/187
3301,Mariage,1522,4440,238,1686-02-05,120/145
3302,Mariage,1522,4480,370,1712-06-29,n/a
3303,Mariage,1522,4519,278,1695-11-23,81/104
3304,Contrat de mariage,1464,4538,12,1763-06-17,n/a
3305,Mariage,1522,4577,145,1748-11-06,114/169
3306,Mariage,1522,4584,239,1810-05-24,n/a
3307,Mariage,1502,4585,281,1809-01-31,43/223
3308,Mariage,1522,4599,303,1809-04-26,185/362
3309,Mariage,1522,4617,373,1717-10-27,64/152
3310,Mariage,1483,4626,53,1734-07-04,61
3311,Mariage,1476,4699,244,1841-09-12,72/338
3312,Mariage,1498,4701,243,1787-01-30,144/207
3313,Mariage,1489,4772,39,1815-02-01,71/291
3314,Mariage,1522,4972,245,1672-02-09,n/a
3315,Mariage,1520,5003,351,1786-02-14,287/413
3316,Mariage,1522,5013,162,1763-01-23,202/209
3317,Mariage,1522,5017,221,1789-01-14,115/123
3318,Mariage,1522,5105,144,1716-06-22,139/148
3319,Mariage,1522,5133,320,,61/065
3320,Mariage,1491,5182,170,1791-01-11,12/023
3321,Mariage,1461,5197,155,1725-10-16,47/153
3322,Contrat de mariage,1462,5197,155,1725-09-23,107 à 109/394
3323,Mariage,1480,5270,108,1870-02-16,13/154
3324,Mariage,1479,5271,185,1796-04-14,21/045
3325,Mariage,1522,5313,158,1865-11-28,n/a
3326,Mariage,1477,5320,195,1768-02-15,151/166
3327,Contrat de mariage,1522,5321,155,1768-02-02,n/a
3328,Mariage,1469,5394,108,1675-02-20,98/114
3329,Mariage,1466,5406,203,,n/a
3330,Mariage,1466,5407,203,,59/366
3331,Mariage,1486,5452,256,1812-11-18,28/174
3332,Mariage,1522,5471,34,1688-03-01,102/124
3333,Mariage,1519,5487,108,1823-05-22,30/187
3334,Mariage,1496,5505,39,1752-06-26,60/113
3335,Mariage,1507,5518,32,1829-09-23,160
3336,Mariage,1485,5532,108,1897-07-05,121/146
3337,Publication de mariage,1490,5587,321,,61/245
3338,Mariage,1522,5586,170,,9/225
3339,Mariage,1518,5604,53,1690-05-06,50
3340,Mariage,1522,5737,145,1699-05-18,78/102
3341,Mariage,1463,5834,87,1827-11-07,48/458
3342,Mariage,1500,5833,162,1755-10-28,15/137
3343,Mariage,1522,5856,165,1781-05-30,8/156
3344,Mariage,1522,5867,200,1869-04-25,188/337
3345,Mariage,1465,5967,132,1807-11-16,n/a
3346,Mariage,1467,5977,96,1788-07-14,n/a
3347,Mariage,1522,5985,365,1704-11-25,n/a
3348,Mariage,1522,5990,311,1644-11-07,19/022
3349,Mariage,1471,6011,243,1790-06-01,185/207
3350,Mariage,1522,6070,214,1733-09-22,n/a
3351,Mariage,1512,6221,268,1783-02-11,148/283
3352,Mariage,1522,6254,234,1812-09-17,234/297
3353,Mariage,1470,6305,224,,60/104
3354,Mariage,1522,6317,285,1738-02-17,8/087
3355,Mariage,1522,6329,24,1704-04-14,30/160
3356,Mariage,1487,6338,39,,39/053
3357,Mariage,1522,6561,2,1835-01-13,147/470
3358,Mariage,1522,6615,144,1659-09-22,13/029
3359,Mariage,1501,6807,243,1779-08-10,47/207
3360,Mariage,1522,6895,278,1733-02-10,203/230
3361,Mariage,1522,6987,340,1716-02-05,87/106
3362,Mariage,1513,7021,269,1720-02-09,107/248
3363,Mariage,1522,7032,278,1761-01-20,126/166
3364,Mariage,1522,7050,285,1717-03-03,74/138
3365,Mariage,1522,7201,335,1752-11-28,23/125
3366,Mariage,1522,7250,53,1690-07-11,56
3367,Mariage,1468,7262,108,1684-11-21,18/166
3368,Mariage,1487,7269,39,1781-01-30,15/111
3369,Mariage,1522,7274,200,1864-01-24,144/370
3370,Mariage,1481,7393,155,1784-10-27,n/a
3371,Contrat de mariage,1493,7398,155,1784-10-27,119 et 120/493
3372,Mariage,1475,7438,170,1764-02-14,22/076
3373,Mariage,1522,7439,144,1689-01-24,61/073
3374,Mariage,1522,7461,162,1780-02-01,105/261
3375,Mariage,1474,7471,363,1764-06-19,21/130
3376,Mariage,1492,7497,108,1834-06-17,355/476
3377,Mariage,1503,7498,108,1806-08-27,141/251
3378,Mariage,1522,7525,155,1780-04-19,n/a
3379,Mariage,1459,7555,19,1656-02-26,6/011
3380,Mariage,1488,7645,294,1732-06-10,107/185
3381,Mariage,1522,7647,254,1778-06-30,99/216
3382,Mariage,1504,7724,312,,26/190
3383,Mariage,1484,7791,362,1785-11-15,n/a
3384,Mariage,1522,7809,328,1808-11-23,49/162
3385,Mariage,1522,7844,7,,n/a
3386,Contrat de mariage,1522,7844,80,,107 et 108/654
3387,Mariage,1522,7907,370,1765-02-13,n/a
3388,Mariage,1522,7929,68,,30/273
3389,Mariage,1522,8000,20,1765-05-30,286/324
3390,Mariage,1522,8015,24,1711-01-12,57/160
3391,Mariage,1522,8066,242,1691-07-06,49/065
3392,Contrat de mariage,1522,8081,155,1758-01-18,n/a
3393,Mariage,1515,8077,194,1758-02-06,2/011
3394,Mariage,1522,8086,340,1733-02-09,20/108
3395,Mariage,1522,8125,370,1743-07-02,n/a
3396,Mariage,1494,8165,360,1756-09-22,20/046
3397,Mariage,1522,8248,67,1820-02-09,7/385
3398,Mariage,1472,8274,32,1841-11-22,314
3399,Mariage,1473,8315,142,1809-10-18,29/177
3400,Mariage,1421,4135,174,1843-08-03,16/079
3401,Publication de mariage,1422,4543,174,1828-08-31,318/420
3402,Mariage,1422,4544,174,1828-09-30,302/420
3403,Mariage,1423,6477,302,1881-05-16,125/140
3404,Mariage,1424,5354,32,1880-04-19,74
3405,Mariage,1426,7349,52,1903-09-20,7/032
3406,Mariage,1425,7814,32,1888-02-06,27
3407,Mariage,1439,3795,108,1829-09-18,256/272
3408,Mariage,1427,3818,313,1904-11-14,8/023
3409,Mariage,1438,3862,132,1891-04-29,n/a
3410,Mariage,1440,3950,108,1875-06-08,68/154
3411,Mariage,1428,4108,351,1822-01-28,184/424
3412,Publication de mariage,1443,4109,351,1822-01-06,210/424
3413,Publication de mariage,1429,4107,89,1822-01-06,325/326/385
3414,Publication de mariage,1435,4154,302,1866-04-15,153/298
3415,Mariage,1443,4196,303,1861-11-05,198/374
3416,Mariage,1437,4259,214,1892-11-08,n/a
3417,Mariage,1441,4920,32,1878-02-24,58
3418,Mariage,1434,4988,108,1818-08-01,149/431
3419,Publication de mariage,1433,5175,182,1853-10-30,257/303
3420,Mariage,1436,5261,93,1788-10-21,n/a
3421,Mariage,1431,6271,39,1888-09-25,25/099
3422,Mariage,1442,6622,243,1873-05-27,3/178
3423,Mariage,1443,7372,189,1885-09-14,n/a
3424,Mariage,1443,7661,50,1855-11-21,4/127
3425,Mariage,1432,7812,89,1877-02-05,53/096
3426,Publication de mariage,1430,8039,182,1840-06-14,126/288
3427,Mariage,1444,4279,230,1899-11-07,100/102
3428,Mariage,1445,6542,269,1878-05-19,90/134
3429,Mariage,1446,5486,278,1877-09-26,29/047
3430,Mariage,1447,6649,99,1839-01-22,17/230
3431,Mariage,1448,7234,278,1849-10-03,136/262
3432,Mariage,1450,4265,109,1826-11-07,196/424
3433,Mariage,1449,4503,217,1896-04-29,n/a
3434,Mariage,1451,1639,292,1879-06-25,40/144
3435,Publication de mariage,1452,6068,302,1834-05-25,111/432
3436,Mariage,1452,6068,302,1834-07-23,95/432
3437,Mariage,1453,6097,52,1893-06-05,106/173
3438,Mariage,1454,7594,261,1854-07-10,464/504
3439,Mariage,1455,6115,235,1835-09-14,209/211
3440,Mariage,1456,7662,50,1854-05-03,278/289
3441,Contrat de mariage,1457,6261,80,,426 à 429/443
3442,Mariage,1458,6856,32,1858-05-05,18
3443,Mariage,1523,8153,245,1835-11-24,n/a
3444,Mariage,1536,4344,244,1814-02-20,6/071
3445,Publication de mariage,1536,4344,244,1814-02-06,35/071
3446,Mariage,1542,4566,39,1876-07-03,121/159
3447,Mariage,1547,4963,17,1798-08-29,8/008
3448,Mariage,1539,4966,17,,16/053
3449,Publication de mariage,1546,5253,108,1831-05-15,84/476
3450,Mariage,1534,5376,132,1813-05-07,n/a
3451,Mariage,1545,5400,108,1901-04-15,5/021
3452,Mariage,1546,5492,108,1809-11-24,172/189
3453,Mariage,1540,5509,93,1789-07-29,n/a
3454,Publication de mariage,1537,5840,302,1870-04-24,3/140
3455,Mariage,1543,6469,147,,134/247
3456,Mariage,1544,6475,108,1888-06-11,26/146
3457,Mariage,1534,6532,132,1833-09-20,n/a
3458,Mariage,1535,6643,171,1823-10-13,129/226
3459,Mariage,1533,6744,132,1865-06-18,n/a
3460,Mariage,1547,7187,238,1649-10-26,201/211
3461,Mariage,1542,7242,262,1866-08-26,34/118
3462,Mariage,1538,7468,244,1848-06-25,56/365
3463,Mariage,1541,8061,93,1763-01-03,n/a
3464,Mariage,1532,8254,46,1774-02-01,149/172
3465,Mariage,1527,4872,236,1889-05-07,71/107
3466,Mariage,1528,5744,302,1894-01-16,98/121
3467,Mariage,1529,5839,302,1870-05-16,9/140
3468,Mariage,1530,6404,218,1856-01-02,95/232
3469,Mariage,1531,5152,313,1870-02-22,5/145
3470,Publication de mariage,1531,5152,313,1870-01-30,2/145
3471,Mariage,1551,4655,158,1886-11-08,n/a
3472,Mariage,1551,6621,158,1899-09-12,n/a
3473,Mariage,1549,7091,313,1878-06-04,99/145
3474,Mariage,1550,5663,182,1896-11-17,133/158
3475,Mariage,1557,3829,235,1841-02-08,29/186
3476,Mariage,1558,3892,132,,n/a
3477,Mariage,1555,4911,153,1875-11-22,56
3478,Mariage,1560,5185,310,1778-02-10,147/338
3479,Mariage,1556,6368,214,1861-05-14,n/a
3480,Mariage,1559,6446,132,1833-09-24,n/a
3481,Mariage,1561,6478,32,1835-10-04,34
3482,Publication de mariage,1561,6478,269,1835-08-09,309/550
3483,Mariage,1552,6813,121,1877-01-23,87
3484,Publication de mariage,1554,3974,351,1833-10-27,182/543
3485,Publication de mariage,1553,3975,313,1833-10-27,214/376
3486,Mariage,1562,5594,99,1886-09-01,88/152
3487,Mariage,1563,6065,56,1866-11-20,93/156
3488,Mariage,1564,4842,162,1902-06-16,23/066
3489,Mariage,1565,7118,351,1904-09-27,6/014
3490,Mariage,1624,3558,370,1735-01-19,n/a
3491,Mariage,1617,3793,108,1815-11-27,406/421
3492,Mariage,1624,3873,275,1850-02-06,48/202
3493,Publication de mariage,1604,4136,302,,19/121
3494,Mariage,1604,4136,302,,22/030
3495,Mariage,1624,4222,275,1816-10-29,345/361
3496,Mariage,1606,4459,236,1817-03-03,56/127
3497,Publication de mariage,1623,4520,182,1806-09-07,90/317
3498,Mariage,1585,4553,313,1806-01-31,192/193/310
3499,Publication de mariage,1585,4553,313,1806-01-19,233/310
3500,Mariage,1624,4571,238,1739-02-09,100/140
3501,Mariage,1618,4750,32,1830-06-07,186
3502,Mariage,1590,4775,99,1807-11-18,20/168
3503,Mariage,1594,4871,236,1813-04-26,42/127
3504,Mariage,1609,4895,89,1847-11-23,126/127/381
3505,Publication de mariage,1609,4895,89,1847-10-31,97/381
3506,Mariage,1614,4912,269,1808-12-15,68/413
3507,Mariage,1624,5068,24,1757-01-25,33/112
3508,Mariage,1588,5415,109,1723-01-28,44/139
3509,Publication de mariage,1596,5424,230,1809-10-01,126/274
3510,Mariage,1624,5464,51,1831-01-12,n/a
3511,Mariage,1619,5540,218,,18/020
3512,Mariage,1622,5547,214,1765-07-03,n/a
3513,Mariage,1615,5729,313,1708-07-03,23/197
3514,Mariage,1600,5822,269,1894-06-26,34/038
3515,Mariage,1603,5938,235,1809-01-30,54/211
3516,Mariage,1608,5951,218,1835-01-07,193/565
3517,Mariage,1616,6015,221,1787-02-20,95/123
3518,Mariage,1621,6017,368,1672-08-29,n/a
3519,Mariage,1624,6077,182,1783-06-17,67/190
3520,Mariage,1599,6129,361,1857-05-24,15/092
3521,Mariage,1591,6147,302,1742-11-28,74/300
3522,Mariage,1595,6304,235,1842-08-02,36/186
3523,Mariage,1613,6467,32,1864-01-19,53
3524,Mariage,1615,6468,313,1699-11-05,15/141
3525,Mariage,1586,6503,205,1766-01-07,34/136
3526,Mariage,1624,6631,11,1789-11-04,82/152
3527,Mariage,1601,6756,108,1756-02-24,18/056
3528,Mariage,1612,6847,162,1764-05-22,49/203
3529,Mariage,1624,6926,30,1779-11-23,21/025
3530,Mariage,1611,7026,186,1740-02-15,61/424
3531,Publication de mariage,1593,7067,230,1867-04-21,127/161
3532,Mariage,1605,7270,39,1860-09-17,31/159
3533,Mariage,1592,7335,214,1863-06-08,n/a
3534,Mariage,1610,7656,22,1855-06-19,83/155
3535,Mariage,1607,7730,351,1750-06-30,332/334
3536,Contrat de mariage,1624,7731,80,1750-06-11,110 et 111/423
3537,Mariage,1598,7878,162,,17/238
3538,Mariage,1602,7976,108,1863-05-04,74/130
3539,Mariage,1620,8089,55,1677-05-18,41/043
3540,Mariage,1589,8203,191,1827-06-26,159/216
3541,Mariage,1587,8275,32,1904-01-26,n/a
3542,Mariage,1568,6109,243,1891-11-24,137/178
3543,Mariage,1567,6608,147,1895-11-26,n/a
3544,Mariage,1569,7628,235,1876-11-28,19/135
3545,Mariage,1566,7610,121,1878-07-21,101
3546,Mariage,1571,4594,56,1867-05-07,99/156
3547,Mariage,1570,5056,56,1841-06-30,45/151
3548,Mariage,1572,6309,230,1894-07-01,66/102
3549,Mariage,1573,6672,235,1898-11-23,15/043
3550,Mariage,1575,3729,13,,29/366
3551,Mariage,1574,3731,13,1803-07-08,19/366
3552,Mariage,1576,8042,348,1878-03-27,24/091
3553,Mariage,1577,6669,236,1870-05-10,135/145
3554,Publication de mariage,1578,5170,174,1853-10-30,309/340
3555,Mariage,1578,5170,174,1853-11-09,296/340
3556,Mariage,1579,6096,121,1905-11-14,n/a
3557,Mariage,1581,5209,39,1896-06-09,78/099
3558,Mariage,1580,7930,171,1878-11-18,47/111
3559,Mariage,1583,5186,121,1806-10-02,204/285
3560,Mariage,1582,6144,121,1818-11-18,204/367
3561,Mariage,1584,6310,191,1878-01-29,27/122
3562,Mariage,1625,3732,13,1803-07-08,31/366
3563,Mariage,1597,4954,243,1737-06-18,205/251
3564,Mariage,1626,4857,109,1785-01-11,130/155
3565,Mariage,1628,3833,58,1665-02-16,29/064
3566,Mariage,1627,7382,58,1678-09-06,23/072
3567,Mariage,1628,8041,2,1784-11-23,15/071
3568,Publication de mariage,1642,5818,230,1859-05-22,38/161
3569,Mariage,1630,5608,20,1875-01-11,2/081
3570,Mariage,1631,3967,235,1876-07-04,18/135
